LABEL,bridge,bridge_nam,cycleway_r,highway,lanes,lit,maxspeed,name,oneway,postal_cod,sidewalk,start_date,surface,parking_co,parking_la,note,descriptio,lanes_back,lanes_forw,ref,turn_lanes,cycleway_b,foot,name_pl,name_ru,name_uk,name_zh,electrifie,gauge,level,operator,railway,voltage,cycleway_1,cycleway_l,oneway_bic,smoothness,bicycle,source,cycleway,incline,name_be,name_es,name_he,name_ja,name_la,service,parking_c1,parking_c2,parking_l1,access_lan,destinatio,destinati1,destinati2,name_de,psv_lanes,turn_lane1,lanes_psv_,busway_rig,priority_r,source_max,parking_l2,maxspeed_c,motor_vehi,motorcycle,parking_l3,access_la1,bicycle_la,old_name,bicycle_ro,motor_veh1,traffic_si,vehicle,access,horse,note_de,cycleway_2,cycleway_3,old_name_9,old_name_2,old_name_n,overtaking,maxspeed_t,noname,cycleway_s,protected_,tunnel,destinati3,maxheight,motorroad,cutting,speisebezi,change_lan,parking_l4,parking_c3,bus_lanes_,bus_lanes1,lanes_bus,turn_lane2,lanes_psv,wheelchair,maxweight,segregated,building_p,height,website,destinati4,destinati5,destinati6,destinati7,destinati8,cycleway_4,parking_c4,parking_c5,parking_c6,parking_c7,parking_l5,width,hgv,regulatory,source_nam,change_la1,change_la2,source_ref,loc_name,name_en,name_hu,name_it,name_nl,name_tr,bridge_str,heritage,historic,image,step_count,created_by,old_name_8,old_name_6,old_name_3,indoor,covered,destinati9,bus_lanes,maxheight_,junction,crossing,motorcar,goods,parking_l6,descripti1,ramp,psv,location,parking_c8,parking_c9,parking_10,parking_11,footway,lanes_both,destinat10,destinat11,destinat12,destinat13,paving_sto,cycleway_5,bench,bin,passenger1,public_tra,shelter,tactile_pa,tram,emergency,cycleway_6,car,sidewalk_b,parking_l7,traffic_ca,destinat14,lanes_park,old_name_0,old_name_1,lanes_bus_,levelpart,cycleway_7,destinat15,parking_12,parking_13,parking_14,colonnade_,parking_l8,paving_st1,destinat16,destinat17,destinat18,destinat19,destinat20,destinat21,sidewalk_r,crossing_i,sac_scale,trail_visi,parking_l9,bus,ramp_wheel,oneway_del,destinat22,destinat23,destinat24,destinat25,destinat26,destinat27,parking_21,lanes_psv1,destinat28,destinat29,destinat30,destinat31,destinat32,old_name_4,sidewalk_1,sidewalk_2,sidewalk_3,sidewalk_4,sidewalk_l,sidewalk_5,embedded_r,sidewalk_s,sidewalk_w,parking_22,etymology_,Surf_Type,detail,frequency,passenger_,railway_ba,railway_b1,usage,railway_tr,railway_lz,railway_pz,railway_t1,tracks,electrifi1,loading_ga,disused,alt_name,subway,railway_zb,area,disused_ra,network,maxspeed_n,maxspeed_b,maxspeed_f,maxspeed_1,waterway,opening_ho,phone,seamark_ty,abandoned_,local_ref,wheelchai1,departures,boat,CEMT,canoe,draft,have_river,minpower,sailboat,lock,lock_name,maxlength,maxwidth,passage_ti,seamark_na,vhf,GEOMETRY
,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393092.182077265 5819499.524335000, 393086.584043445 5819502.127941044, 393012.767370338 5819535.786762602, 393003.069558039 5819536.543832393, 392998.193987669 5819534.614005052)"
,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emergency_access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392990.585353965 5819849.120475798, 392995.644016127 5819846.394997017, 393017.625775905 5819834.676050713, 393033.768702148 5819826.322815665, 393062.181361553 5819811.603872903, 393069.979925521 5819807.516738541)"
BartelstraÃŸe,,,,service,,,,BartelstraÃŸe,,10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392395.691147196 5820821.882173506, 392389.227406868 5820805.700110856, 392377.176784528 5820776.799658176, 392360.261897317 5820736.878609383, 392356.817008348 5820729.599028138)"
,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(390214.316558940 5820537.777653423, 390212.523126645 5820544.972985916, 390209.807474458 5820555.838888395, 390210.410924894 5820560.654788991, 390213.894542217 5820563.759212481, 390228.620450750 5820567.279268258, 390233.802553481 5820565.916798498, 390236.256760942 5820561.855806875, 390238.964633238 5820551.246032789, 390240.773663382 5820544.139383308)"
,,,,service,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emergency_access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392778.407361631 5819724.948815036, 392771.425029867 5819710.502386709, 392749.393335923 5819666.619402917)"
KreuzstraÃŸe,,,,service,,,,KreuzstraÃŸe,,10117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391541.746313804 5819321.115491937, 391538.200623517 5819319.191028875, 391530.810967124 5819314.135807262, 391515.801931603 5819296.719655370, 391508.055749206 5819286.297734515)"
,,,,service,,,,,yes,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391743.914525596 5819315.030143163, 391750.114267287 5819305.879805764, 391765.959159606 5819282.506753207, 391776.025357944 5819267.673859953, 391778.280602488 5819264.352532136, 391781.166881595 5819260.093677063, 391800.214033748 5819231.998685014)"
Monbijouplatz,,,,service,,,,Monbijouplatz,yes,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391371.316357915 5820490.531698568, 391364.091794840 5820490.402650273, 391359.408625209 5820489.182360005, 391356.621629830 5820486.851752531, 391353.430909633 5820482.538258714, 391351.832322138 5820477.788847021, 391352.194671044 5820472.094590159, 391353.759384432 5820464.915937657, 391356.277320290 5820457.871924250)"
St.-Wolfgang-StraÃŸe,,,,service,,,30,St.-Wolfgang-StraÃŸe,no,10178,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391551.833646072 5820087.572445662, 391621.635046579 5820124.773590907, 391688.740580385 5820162.280123763)"
,,,,service,,,30,,,10405,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392812.154636717 5820817.587949905, 392828.080663210 5820838.559654199, 392838.178287336 5820851.847449142)"
,,,,service,,,30,,yes,10405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392852.389008990 5820787.931574752, 392795.760170589 5820716.330380197, 392789.907910210 5820715.000808688, 392784.112669318 5820716.585405277, 392702.976994553 5820773.955776356)"
,,,,service,,,30,,,10405,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392954.432471944 5820935.576017414, 392968.744002267 5820921.854495484, 392900.855134708 5820847.582928769, 392879.873518326 5820823.516877798, 392875.643240479 5820823.108690112, 392838.178287336 5820851.847449142)"
Neue BlumenstraÃŸe,,,,service,,,,Neue BlumenstraÃŸe,,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393213.605675933 5819759.383783800, 393244.013221140 5819817.774388433, 393246.528513625 5819822.615649920, 393247.264683802 5819824.001665222)"
,,,,service,,,30,,,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393234.689334067 5819749.399053882, 393213.605675933 5819759.383783800, 393180.784297959 5819776.167530436, 393177.277195452 5819775.342692345, 393143.231083002 5819790.740220958)"
,,,,service,,,,,,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392562.687802801 5820177.881221271, 392578.127943233 5820197.605449000, 392601.307414668 5820180.261124711, 392597.005409000 5820173.823613571, 392598.585376181 5820166.633966939, 392603.407236968 5820162.110597648, 392618.412495575 5820152.100621295)"
,,,,service,,,30,,,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392728.928092244 5819867.540678593, 392751.508496290 5819808.170556964, 392760.634970848 5819783.824045318, 392761.590647539 5819781.277178193, 392743.196623439 5819746.027417758, 392739.762416697 5819739.236951335)"
,,,,service,,,30,,,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392907.382990501 5820001.193546286, 392869.023777158 5819925.430775267)"
,,,,service,,,30,,,10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392758.655497861 5820271.875342162, 392794.409086165 5820253.755864484, 392803.409905019 5820249.130087152, 392824.380948832 5820237.543586828, 392849.284684067 5820224.524704394, 392877.412213249 5820210.244792970, 392927.457182861 5820185.415423490, 392937.621578102 5820184.636830868, 392953.501540365 5820176.734130547, 392959.126805983 5820173.862685458)"
BerolinastraÃŸe,,,,service,,,30,BerolinastraÃŸe,,10178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392758.655497861 5820271.875342162, 392770.837429941 5820294.119546244, 392774.854446609 5820300.886137422, 392798.932216418 5820347.205819932, 392816.233972149 5820379.797910304)"
,,,,service,,,30,,,10249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393388.491876926 5820620.990053353, 393442.649534316 5820564.429823529, 393425.487162614 5820552.051247720, 393416.143803941 5820541.561114324, 393410.999144004 5820530.957347169, 393406.531884065 5820520.294329304, 393405.282513668 5820515.280783772, 393401.217583168 5820493.481546523, 393397.067192005 5820464.952056075, 393395.418281316 5820459.357454838, 393390.600526529 5820453.175320716, 393388.701525830 5820450.746366360, 393385.590132850 5820447.809690061, 393381.249375545 5820445.144586189, 393375.305880590 5820443.682767428, 393367.678977270 5820442.524671494, 393367.246254144 5820442.600859013, 393357.657781789 5820444.245105036, 393309.893642699 5820469.053797770, 393301.065765918 5820470.091829645, 393271.181100772 5820485.008505882)"
Neue JakobstraÃŸe,,,,service,,yes,30,Neue JakobstraÃŸe,,10179,right,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392294.971526227 5819006.056665731, 392333.377681845 5819033.821349333, 392338.067668713 5819037.156686382, 392370.531145509 5819060.211772769)"
,,,,service,,,30,,,10178,,,asphalt,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,parking_aisle,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,private,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392164.380016275 5820560.054113406, 392208.393243622 5820539.022066168, 392238.915767086 5820575.749999852, 392267.172962467 5820645.576794469)"
,,,,service,,,30,,yes,10179,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392382.580099930 5819797.112272791, 392372.270297552 5819794.089569695, 392357.656403108 5819789.815045027)"
KronenstraÃŸe,,,,service,,,,KronenstraÃŸe,yes,10117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391205.036660924 5819153.021466261, 391211.905884014 5819152.345924218, 391221.150986194 5819150.126536448, 391249.744542908 5819141.758030922, 391263.478443284 5819138.059258763, 391305.232146795 5819139.291444778, 391375.065415633 5819147.545963309, 391387.150998754 5819154.321776508, 391408.627993641 5819167.009617077)"
NiederlagstraÃŸe,,,,service,,yes,30,NiederlagstraÃŸe,,10117,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391259.761169498 5819793.569440648, 391264.411866571 5819752.015805106)"
Friedrichsgracht,,,,service,,,10,Friedrichsgracht,,10178,both,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391513.281034463 5819432.420844041, 391535.817316525 5819391.840203625, 391590.634231583 5819296.309339049, 391602.309207313 5819276.889285465)"
Platz der MÃ¤rzrevolution,,,,service,,,30,Platz der MÃ¤rzrevolution,,10117,,,,,,Es gibt vor Ort keine Schilder mit dem Namen. OrtsansÃ¤ssige kennen den Namen und laut taz Artikel sind zwei existierende Schilder in Privathand.,,,,,,,,,,,,,,,,,,,,,,,survey 24.10.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391117.077061153 5819907.726279749, 391114.381129006 5819932.411671150, 391112.616784383 5819948.619351064, 391101.722779681 5819947.437223452, 391106.173601798 5819906.733519165)"
Hinter dem Zeughaus,,,,service,,,,Hinter dem Zeughaus,,10117,,,cobblestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(391170.478140935 5819916.532023882, 391277.642608085 5819927.560769647)"
KrautstraÃŸe,,,,service,,,,KrautstraÃŸe,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393321.067527409 5819749.642322585, 393361.496640177 5819737.734636909, 393434.036596217 5819719.386795505)"
,,,,service,1,,50,,yes,10243,no,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(393247.720792687 5819910.641300583, 393252.897573368 5819913.021022205, 393256.998244640 5819915.858173158, 393258.416522834 5819919.265650059, 393258.133287243 5819922.776974695, 393256.794842113 5819933.310473168)"
,,,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(392827.640625562 5820042.829952264, 392821.828863787 5820032.530663426, 392819.627522047 5820027.782884281, 392814.525069755 5820018.569703281, 392808.918721970 5820013.006248947)"
